method,branch,run,split,task,task_type,overall_split_loss,task_loss,score_name,score_value,mae,rmse,r2,acc,auroc,n_samples,source
Stage A PyG,stage_a,20260308_182946,val,cbm,regression,0.21980379545173434,0.08838302572779479,r2,0.9618206024169922,0.2931611239910126,0.45037952065467834,0.9618206024169922,,,8836,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,val,vbm,regression,0.21980379545173434,0.06830370533068231,r2,0.97291100025177,0.25385212898254395,0.39301949739456177,0.97291100025177,,,8836,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,val,efermi,regression,0.21980379545173434,0.15942465955059593,r2,0.9335944652557373,0.37560972571372986,0.7085906267166138,0.9335944652557373,,,15485,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,val,is_metal,classification,0.21980379545173434,0.300367421835008,acc,0.8972041066701104,,,,0.8972041066701104,0.9621239264172796,15487,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,energy_per_atom,regression,0.2253165930080614,0.24486988714407878,r2,0.9358066916465759,0.36649104952812195,2.016883373260498,0.9358066916465759,,,15489,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,formation_energy_per_atom,regression,0.2253165930080614,0.008752467879103174,r2,0.9869441390037537,0.08234050124883652,0.13752910494804382,0.9869441390037537,,,15489,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,energy_above_hull,regression,0.2253165930080614,0.007506946400804957,r2,0.9210593700408936,0.06429481506347656,0.12757767736911774,0.9210593700408936,,,15489,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,band_gap,regression,0.2253165930080614,0.09107256292441615,r2,0.9015843868255615,0.23863346874713898,0.47853028774261475,0.9015843868255615,,,15489,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,cbm,regression,0.2253165930080614,0.09056644504972113,r2,0.9604846239089966,0.2978484034538269,0.45392999053001404,0.9604846239089966,,,8928,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,vbm,regression,0.2253165930080614,0.07095824657891736,r2,0.9721518158912659,0.26034292578697205,0.3971830904483795,0.9721518158912659,,,8928,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,efermi,regression,0.2253165930080614,0.1663592423166873,r2,0.9344453811645508,0.3858606815338135,0.7144061326980591,0.9344453811645508,,,15483,reports/gpt_eval_20260308_182946/results.json
Stage A PyG,stage_a,20260308_182946,test,is_metal,classification,0.2253165930080614,0.31963764944857187,acc,0.8932791012976952,,,,0.8932791012976952,0.9586397571431527,15489,reports/gpt_eval_20260308_182946/results.json
v1,stage_b,20260307_185342,train,energy_per_atom,regression,1.0942326131418032,1.392639640006893,r2,0.7220388650894165,1.6698554754257202,4.191991329193115,0.7220388650894165,,,123902,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,formation_energy_per_atom,regression,1.0942326131418032,0.0493217842771151,r2,0.9171854257583618,0.21083924174308777,0.3460465371608734,0.9171854257583618,,,123902,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,energy_above_hull,regression,1.0942326131418032,0.029187021940318088,r2,0.590595006942749,0.11954779177904129,0.2896624207496643,0.590595006942749,,,123902,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,band_gap,regression,1.0942326131418032,0.2897703278300585,r2,0.6577595472335815,0.5430678129196167,0.8842239379882812,0.6577595472335815,,,123902,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,cbm,regression,1.0942326131418032,0.2765982697926692,r2,0.8677959442138672,0.591057300567627,0.8348904252052307,0.8677959442138672,,,71574,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,vbm,regression,1.0942326131418032,0.19797878562917393,r2,0.9161019921302795,0.4789981245994568,0.6926466822624207,0.9161019921302795,,,71574,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,efermi,regression,1.0942326131418032,0.30990727678936064,r2,0.8855406045913696,0.6195996999740601,0.935483992099762,0.8855406045913696,,,123856,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,bulk_modulus_vrh,regression,1.0942326131418032,2.8352160245054656,r2,0.9660238027572632,3.2653467655181885,13.920607566833496,0.9660238027572632,,,10217,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,shear_modulus_vrh,regression,1.0942326131418032,4.50508167288136,r2,0.7177005410194397,4.932717800140381,27.67024803161621,0.7177005410194397,,,9685,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,homogeneous_poisson,regression,1.0942326131418032,0.0039350267543326834,r2,0.3066127300262451,0.030784349888563156,0.08989084511995316,0.3066127300262451,,,9752,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,universal_anisotropy,regression,1.0942326131418032,1.115360333248758,r2,0.551819384098053,1.4088811874389648,5.212375164031982,0.551819384098053,,,9057,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,is_metal,classification,1.0942326131418032,0.37659344817999263,acc,0.8276299010508305,,,,0.8276299010508305,0.9055864753233795,123902,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,train,is_stable,classification,1.0942326131418032,0.3837708108370386,acc,0.8180416781004343,,,,0.8180416781004343,0.8447962424518236,123902,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,energy_per_atom,regression,1.9461065625555938,1.4904500947825696,r2,0.6875634789466858,1.7711409330368042,4.446954250335693,0.6875634789466858,,,15487,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,formation_energy_per_atom,regression,1.9461065625555938,0.05155425126560004,r2,0.9119333624839783,0.2150147259235382,0.3560388684272766,0.9119333624839783,,,15487,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,energy_above_hull,regression,1.9461065625555938,0.0313482869032254,r2,0.5564509630203247,0.12254685908555984,0.30402401089668274,0.5564509630203247,,,15487,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,band_gap,regression,1.9461065625555938,0.2875365648961635,r2,0.650578498840332,0.540165364742279,0.8861379623413086,0.650578498840332,,,15487,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,cbm,regression,1.9461065625555938,0.27824018377853516,r2,0.8689411878585815,0.5939987301826477,0.8344442844390869,0.8689411878585815,,,8836,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,vbm,regression,1.9461065625555938,0.1983438151559189,r2,0.9137285351753235,0.47699928283691406,0.70137619972229,0.9137285351753235,,,8836,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,efermi,regression,1.9461065625555938,0.3087194704520309,r2,0.8837363123893738,0.6185570359230042,0.9375951290130615,0.8837363123893738,,,15485,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,bulk_modulus_vrh,regression,1.9461065625555938,7.88390450303684,r2,0.9166147112846375,8.348682403564453,21.658140182495117,0.9166147112846375,,,1348,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,shear_modulus_vrh,regression,1.9461065625555938,9.911203199314576,r2,0.6908198595046997,10.382651329040527,28.692197799682617,0.6908198595046997,,,1293,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,homogeneous_poisson,regression,1.9461065625555938,0.004103334629519787,r2,0.1653040647506714,0.0423395149409771,0.09151003509759903,0.1653040647506714,,,1304,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,universal_anisotropy,regression,1.9461065625555938,1.4907402690982652,r2,0.35431814193725586,1.8195613622665405,5.112850189208984,0.35431814193725586,,,1213,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,is_metal,classification,1.9461065625555938,0.38366673894771547,acc,0.8216568735068122,,,,0.8216568735068122,0.9029001649544495,15487,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,val,is_stable,classification,1.9461065625555938,0.392615419851476,acc,0.8106153548137147,,,,0.8106153548137147,0.8388652801512755,15487,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,energy_per_atom,regression,1.8269355590987435,1.4778778423160455,r2,0.6894543170928955,1.7579777240753174,4.43607234954834,0.6894543170928955,,,15489,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,formation_energy_per_atom,regression,1.8269355590987435,0.05101038655962316,r2,0.9152788519859314,0.21415774524211884,0.3503384590148926,0.9152788519859314,,,15489,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,energy_above_hull,regression,1.8269355590987435,0.030464541821905895,r2,0.5790783166885376,0.12210337072610855,0.29459476470947266,0.5790783166885376,,,15489,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,band_gap,regression,1.8269355590987435,0.2990482904753085,r2,0.6462506055831909,0.552952766418457,0.9072463512420654,0.6462506055831909,,,15489,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,cbm,regression,1.8269355590987435,0.2875872976298916,r2,0.8607781529426575,0.6057388186454773,0.8520388007164001,0.8607781529426575,,,8928,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,vbm,regression,1.8269355590987435,0.2080302349661328,r2,0.9089528918266296,0.4933209717273712,0.7181668877601624,0.9089528918266296,,,8928,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,efermi,regression,1.8269355590987435,0.3159547636168766,r2,0.8855867385864258,0.6283402442932129,0.9438037276268005,0.8855867385864258,,,15483,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,bulk_modulus_vrh,regression,1.8269355590987435,7.15165129226814,r2,0.9173407554626465,7.618703365325928,21.654985427856445,0.9173407554626465,,,1287,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,shear_modulus_vrh,regression,1.8269355590987435,8.755224051901392,r2,0.7312381267547607,9.221966743469238,25.508283615112305,0.7312381267547607,,,1227,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,homogeneous_poisson,regression,1.8269355590987435,0.004006740880575086,r2,0.231847882270813,0.04076911881566048,0.08971565216779709,0.231847882270813,,,1236,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,universal_anisotropy,regression,1.8269355590987435,1.8163232068509134,r2,0.3523709774017334,2.131551504135132,6.876262664794922,0.3523709774017334,,,1148,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,is_metal,classification,1.8269355590987435,0.3855888640263343,acc,0.821421654077087,,,,0.821421654077087,0.901092132052239,15489,reports/gpt_eval_20260307_185342/results.json
v1,stage_b,20260307_185342,test,is_stable,classification,1.8269355590987435,0.38805913319694074,acc,0.8159984505132675,,,,0.8159984505132675,0.8403502854802574,15489,reports/gpt_eval_20260307_185342/results.json
v2,stage_b,20260308_001437,train,energy_per_atom,regression,1.1172456877744705,1.3808741954132249,r2,0.7322711944580078,1.6646350622177124,4.114109516143799,0.7322711944580078,,,123902,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,formation_energy_per_atom,regression,1.1172456877744705,0.0487730050790686,r2,0.9184166789054871,0.21039161086082458,0.34346452355384827,0.9184166789054871,,,123902,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,energy_above_hull,regression,1.1172456877744705,0.029040772643916322,r2,0.5945927500724792,0.12037160247564316,0.28824472427368164,0.5945927500724792,,,123902,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,band_gap,regression,1.1172456877744705,0.2955065974263759,r2,0.6549218893051147,0.5514029264450073,0.8878820538520813,0.6549218893051147,,,123902,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,cbm,regression,1.1172456877744705,0.28331803945719575,r2,0.865025520324707,0.6003282070159912,0.8435928821563721,0.865025520324707,,,71574,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,vbm,regression,1.1172456877744705,0.2015385028527011,r2,0.9144471883773804,0.4860958456993103,0.6994443535804749,0.9144471883773804,,,71574,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,efermi,regression,1.1172456877744705,0.3118353316960188,r2,0.8865851759910583,0.6254123449325562,0.9312055110931396,0.8865851759910583,,,123856,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,bulk_modulus_vrh,regression,1.1172456877744705,3.04624668977091,r2,0.9612741470336914,3.48063325881958,14.861793518066406,0.9612741470336914,,,10217,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,shear_modulus_vrh,regression,1.1172456877744705,4.639396047843193,r2,0.7168424129486084,5.065800189971924,27.712270736694336,0.7168424129486084,,,9685,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,homogeneous_poisson,regression,1.1172456877744705,0.003990653888801043,r2,0.2961847186088562,0.03208834305405617,0.09056426584720612,0.2961847186088562,,,9752,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,universal_anisotropy,regression,1.1172456877744705,1.0400077176511358,r2,0.6026118993759155,1.3302364349365234,4.908135890960693,0.6026118993759155,,,9057,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,is_metal,classification,1.1172456877744705,0.37639189017776176,acc,0.8264757631030976,,,,0.8264757631030976,0.9054057701082622,123902,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,train,is_stable,classification,1.1172456877744705,0.3842807411030675,acc,0.8167261222579135,,,,0.8167261222579135,0.8437069286884851,123902,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,energy_per_atom,regression,1.935874470666779,1.4711411199764581,r2,0.7104977369308472,1.7582813501358032,4.280630588531494,0.7104977369308472,,,15487,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,formation_energy_per_atom,regression,1.935874470666779,0.05062917977331179,r2,0.9136096239089966,0.21372808516025543,0.35263416171073914,0.9136096239089966,,,15487,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,energy_above_hull,regression,1.935874470666779,0.03148598399324318,r2,0.5580316185951233,0.12410525232553482,0.303481787443161,0.5580316185951233,,,15487,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,band_gap,regression,1.935874470666779,0.2943252119805444,r2,0.6479716897010803,0.5504846572875977,0.8894373178482056,0.6479716897010803,,,15487,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,cbm,regression,1.935874470666779,0.28703545482539333,r2,0.8655452728271484,0.6060177087783813,0.8451859354972839,0.8655452728271484,,,8836,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,vbm,regression,1.935874470666779,0.20291066267828162,r2,0.9131604433059692,0.48850592970848083,0.7036815881729126,0.9131604433059692,,,8836,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,efermi,regression,1.935874470666779,0.30991669804917854,r2,0.8858467936515808,0.6257385015487671,0.9290462732315063,0.8858467936515808,,,15485,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,bulk_modulus_vrh,regression,1.935874470666779,7.836247107581634,r2,0.9244926571846008,8.302390098571777,20.60966682434082,0.9244926571846008,,,1348,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,shear_modulus_vrh,regression,1.935874470666779,9.75142410350299,r2,0.6927772760391235,10.22192096710205,28.601228713989258,0.6927772760391235,,,1293,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,homogeneous_poisson,regression,1.935874470666779,0.004035049099853643,r2,0.17887932062149048,0.04232719540596008,0.09076284617185593,0.17887932062149048,,,1304,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,universal_anisotropy,regression,1.935874470666779,1.5469190642374706,r2,0.34946537017822266,1.8689502477645874,5.132027626037598,0.34946537017822266,,,1213,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,is_metal,classification,1.935874470666779,0.38219923877811396,acc,0.8222380060696067,,,,0.8222380060696067,0.9035056079499019,15487,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,val,is_stable,classification,1.935874470666779,0.39271971110154896,acc,0.8138438690514626,,,,0.8138438690514626,0.8378415762733751,15487,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,energy_per_atom,regression,1.8597970310428829,1.440634854931195,r2,0.711827278137207,1.7272392511367798,4.273289680480957,0.711827278137207,,,15489,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,formation_energy_per_atom,regression,1.8597970310428829,0.05096551559516918,r2,0.9160306453704834,0.21488387882709503,0.3487805426120758,0.9160306453704834,,,15489,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,energy_above_hull,regression,1.8597970310428829,0.030428901358713217,r2,0.5839418768882751,0.1237432137131691,0.2928878664970398,0.5839418768882751,,,15489,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,band_gap,regression,1.8597970310428829,0.3077812300282789,r2,0.6358177661895752,0.5658139586448669,0.920527458190918,0.6358177661895752,,,15489,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,cbm,regression,1.8597970310428829,0.298307364058316,r2,0.8541350364685059,0.6174390912055969,0.8721297979354858,0.8541350364685059,,,8928,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,vbm,regression,1.8597970310428829,0.2099702477974216,r2,0.906635582447052,0.4957098066806793,0.7272486686706543,0.906635582447052,,,8928,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,efermi,regression,1.8597970310428829,0.31583723803928826,r2,0.8874230980873108,0.6318615078926086,0.9361989498138428,0.8874230980873108,,,15483,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
