method,branch,run,split,task,task_type,overall_split_loss,task_loss,score_name,score_value,mae,rmse,r2,acc,auroc,n_samples,source
v2,stage_b,20260308_001437,test,bulk_modulus_vrh,regression,1.8597970310428829,7.090414545985986,r2,0.91800457239151,7.5572991371154785,21.567859649658203,0.91800457239151,,,1287,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,shear_modulus_vrh,regression,1.8597970310428829,9.21758369657747,r2,0.7208617925643921,9.691028594970703,25.996034622192383,0.7208617925643921,,,1227,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,homogeneous_poisson,regression,1.8597970310428829,0.004057665612134672,r2,0.22220152616500854,0.041862860321998596,0.09027721732854843,0.22220152616500854,,,1236,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,universal_anisotropy,regression,1.8597970310428829,1.8367218570623476,r2,0.3620837926864624,2.1430580615997314,6.824504375457764,0.3620837926864624,,,1148,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,is_metal,classification,1.8597970310428829,0.38792344235054543,acc,0.821227968235522,,,,0.821227968235522,0.8992206148992791,15489,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v2,stage_b,20260308_001437,test,is_stable,classification,1.8597970310428829,0.3894635217147934,acc,0.8113499903157079,,,,0.8113499903157079,0.8378339758859645,15489,experiments/stage_b/phase3_enhancements/exp102_stageb_v2_balanced/analysis/results.json
v3,stage_b,20260308_070539,train,energy_per_atom,regression,1.2266182976379556,1.477335896671265,r2,0.7116159200668335,1.7657884359359741,4.269863128662109,0.7116159200668335,,,123902,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,formation_energy_per_atom,regression,1.2266182976379556,0.04949560529898329,r2,0.917451024055481,0.21162879467010498,0.3454912006855011,0.917451024055481,,,123902,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,energy_above_hull,regression,1.2266182976379556,0.02970815503541104,r2,0.5842952728271484,0.11885015666484833,0.2918824851512909,0.5842952728271484,,,123902,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,band_gap,regression,1.2266182976379556,0.2987686179692061,r2,0.6465756893157959,0.5555492639541626,0.8985552787780762,0.6465756893157959,,,123902,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,cbm,regression,1.2266182976379556,0.29155839754107254,r2,0.8609169721603394,0.6125912666320801,0.8563358783721924,0.8609169721603394,,,71574,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,vbm,regression,1.2266182976379556,0.2066030598971889,r2,0.9128577709197998,0.49257001280784607,0.7059115767478943,0.9128577709197998,,,71574,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,efermi,regression,1.2266182976379556,0.32006708893701835,r2,0.8832463622093201,0.6363940834999084,0.9448127746582031,0.8832463622093201,,,123856,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,bulk_modulus_vrh,regression,1.2266182976379556,3.492461001147685,r2,0.9602324962615967,3.9368438720703125,15.060335159301758,0.9602324962615967,,,10217,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,shear_modulus_vrh,regression,1.2266182976379556,5.279770123466113,r2,0.7054532170295715,5.726485252380371,28.264101028442383,0.7054532170295715,,,9685,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,homogeneous_poisson,regression,1.2266182976379556,0.004084544483771284,r2,0.28060632944107056,0.033976756036281586,0.09156107157468796,0.28060632944107056,,,9752,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,universal_anisotropy,regression,1.2266182976379556,1.2002654512046074,r2,0.538902997970581,1.4967378377914429,5.286951065063477,0.538902997970581,,,9057,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,is_metal,classification,1.2266182976379556,0.3769872352724581,acc,0.8270326548401156,,,,0.8270326548401156,0.9058547398979939,123902,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,train,is_stable,classification,1.2266182976379556,0.3873610772780345,acc,0.8143452083097932,,,,0.8143452083097932,0.8405471081690785,123902,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,energy_per_atom,regression,2.0035031653802124,1.585019102037828,r2,0.6755897998809814,1.8758457899093628,4.531364917755127,0.6755897998809814,,,15487,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,formation_energy_per_atom,regression,2.0035031653802124,0.05147506597025729,r2,0.91263347864151,0.21473607420921326,0.3546208143234253,0.91263347864151,,,15487,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,energy_above_hull,regression,2.0035031653802124,0.0320358697234931,r2,0.548700213432312,0.12198513746261597,0.30666881799697876,0.548700213432312,,,15487,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,band_gap,regression,2.0035031653802124,0.294486409172432,r2,0.6462312936782837,0.5507359504699707,0.8916332721710205,0.6462312936782837,,,15487,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,cbm,regression,2.0035031653802124,0.2949234519151795,r2,0.8609404563903809,0.6187639832496643,0.8595371246337891,0.8609404563903809,,,8836,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,vbm,regression,2.0035031653802124,0.2060181509187272,r2,0.9119061827659607,0.49345770478248596,0.7087451815605164,0.9119061827659607,,,8836,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,efermi,regression,2.0035031653802124,0.31544418172479743,r2,0.8833184242248535,0.6324155926704407,0.9392787218093872,0.8833184242248535,,,15485,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,bulk_modulus_vrh,regression,2.0035031653802124,8.121599634414753,r2,0.913445234298706,8.58546257019043,22.065914154052734,0.913445234298706,,,1348,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,shear_modulus_vrh,regression,2.0035031653802124,10.203983693719916,r2,0.6814539432525635,10.674975395202637,29.123538970947266,0.6814539432525635,,,1293,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,homogeneous_poisson,regression,2.0035031653802124,0.004226112499703589,r2,0.14180207252502441,0.04414500668644905,0.09278938919305801,0.14180207252502441,,,1304,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,universal_anisotropy,regression,2.0035031653802124,1.5425367121586637,r2,0.3393181562423706,1.8656775951385498,5.171898365020752,0.3393181562423706,,,1213,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,is_metal,classification,2.0035031653802124,0.37977262062577777,acc,0.8232065603409311,,,,0.8232065603409311,0.9055788280044857,15487,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,val,is_stable,classification,2.0035031653802124,0.3963589772769041,acc,0.8094530896881256,,,,0.8094530896881256,0.8335297735797427,15487,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,energy_per_atom,regression,1.8797875944457532,1.5453029145212558,r2,0.6862648129463196,1.8376859426498413,4.458795070648193,0.6862648129463196,,,15489,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,formation_energy_per_atom,regression,1.8797875944457532,0.05161756785882794,r2,0.9149581789970398,0.21488186717033386,0.3510008156299591,0.9149581789970398,,,15489,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,energy_above_hull,regression,1.8797875944457532,0.030986817169591115,r2,0.5742862224578857,0.12163559347391129,0.29626697301864624,0.5742862224578857,,,15489,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,band_gap,regression,1.8797875944457532,0.30661464712178077,r2,0.6387466192245483,0.5641663670539856,0.9168184399604797,0.6387466192245483,,,15489,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,cbm,regression,1.8797875944457532,0.3095658538568187,r2,0.8488236665725708,0.6339322328567505,0.8878662586212158,0.8488236665725708,,,8928,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,vbm,regression,1.8797875944457532,0.21159686588877685,r2,0.9079826474189758,0.499588280916214,0.7219832539558411,0.9079826474189758,,,8928,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,efermi,regression,1.8797875944457532,0.3200374388190681,r2,0.8858398199081421,0.6366173028945923,0.9427592754364014,0.8858398199081421,,,15483,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,bulk_modulus_vrh,regression,1.8797875944457532,7.314580952871552,r2,0.9174053072929382,7.782541275024414,21.646533966064453,0.9174053072929382,,,1287,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,shear_modulus_vrh,regression,1.8797875944457532,9.138859387209697,r2,0.7268258333206177,9.613914489746094,25.71681785583496,0.7268258333206177,,,1227,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,homogeneous_poisson,regression,1.8797875944457532,0.004137684823504352,r2,0.20684212446212769,0.04222885146737099,0.09116421639919281,0.20684212446212769,,,1236,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,universal_anisotropy,regression,1.8797875944457532,1.813982632599665,r2,0.36970555782318115,2.1274020671844482,6.7836127281188965,0.36970555782318115,,,1148,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,is_metal,classification,1.8797875944457532,0.386610382387443,acc,0.8251016850668216,,,,0.8251016850668216,0.9009994357880692,15489,reports/gpt_eval_20260308_070539/results.json
v3,stage_b,20260308_070539,test,is_stable,classification,1.8797875944457532,0.39249839174492834,acc,0.8122538575763445,,,,0.8122538575763445,0.835170101847208,15489,reports/gpt_eval_20260308_070539/results.json
Stage C h1,stage_c,20260310_003913,train,energy_per_atom,regression,1.1483105591993452,1.4138158533682392,r2,0.7169763445854187,1.6834468841552734,4.229992866516113,0.7169763445854187,,,123902,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,formation_energy_per_atom,regression,1.1483105591993452,0.04138002788015052,r2,0.9302175641059875,0.18813744187355042,0.3176538348197937,0.9302175641059875,,,123902,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,energy_above_hull,regression,1.1483105591993452,0.027268345454685247,r2,0.6160271167755127,0.11394291371107101,0.28052130341529846,0.6160271167755127,,,123902,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,band_gap,regression,1.1483105591993452,0.2781809619798486,r2,0.6718600988388062,0.5219635963439941,0.8658169507980347,0.6718600988388062,,,123902,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,cbm,regression,1.1483105591993452,0.2640787760821682,r2,0.8739966154098511,0.5731937289237976,0.8150762319564819,0.8739966154098511,,,71574,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,vbm,regression,1.1483105591993452,0.18698749369723341,r2,0.9219876527786255,0.4638752341270447,0.6679095029830933,0.9219876527786255,,,71574,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,efermi,regression,1.1483105591993452,0.2982658633107017,r2,0.889995276927948,0.6033203601837158,0.9170990586280823,0.889995276927948,,,123856,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,bulk_modulus_vrh,regression,1.1483105591993452,3.119873506576672,r2,0.9615007638931274,3.5501320362091064,14.818241119384766,0.9615007638931274,,,10217,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,shear_modulus_vrh,regression,1.1483105591993452,4.969354313453271,r2,0.7076020240783691,5.404547691345215,28.16081428527832,0.7076020240783691,,,9685,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,homogeneous_poisson,regression,1.1483105591993452,0.004034172470808299,r2,0.2896536588668823,0.034130342304706573,0.09098349511623383,0.2896536588668823,,,9752,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,universal_anisotropy,regression,1.1483105591993452,1.156395471740356,r2,0.5555180311203003,1.4483420848846436,5.190823078155518,0.5555180311203003,,,9057,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,is_metal,classification,1.1483105591993452,0.36459478498545017,acc,0.8321899565785863,,,,0.8321899565785863,0.9117028242967671,123902,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,train,is_stable,classification,1.1483105591993452,0.3670687143225682,acc,0.8248050878920438,,,,0.8248050878920438,0.86064665216759,123902,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,energy_per_atom,regression,1.961313785211498,1.5275783625509762,r2,0.6794281005859375,1.8003255128860474,4.504478454589844,0.6794281005859375,,,15487,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,formation_energy_per_atom,regression,1.961313785211498,0.043486484165382096,r2,0.9254300594329834,0.19137385487556458,0.3276223838329315,0.9254300594329834,,,15487,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,energy_above_hull,regression,1.961313785211498,0.0297528991567804,r2,0.5797212719917297,0.11784796416759491,0.29594144225120544,0.5797212719917297,,,15487,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,band_gap,regression,1.961313785211498,0.2750201666598521,r2,0.6691182851791382,0.5188331007957458,0.8623090386390686,0.6691182851791382,,,15487,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,cbm,regression,1.961313785211498,0.26889089527025833,r2,0.8728630542755127,0.5820828676223755,0.8218643665313721,0.8728630542755127,,,8836,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,vbm,regression,1.961313785211498,0.18944783476150823,r2,0.9197390675544739,0.46786102652549744,0.6765027642250061,0.9197390675544739,,,8836,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,efermi,regression,1.961313785211498,0.2952884387284508,r2,0.8897233605384827,0.6025201082229614,0.9131350517272949,0.8897233605384827,,,15485,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,bulk_modulus_vrh,regression,1.961313785211498,7.960042487466677,r2,0.9140477180480957,8.424176216125488,21.98897933959961,0.9140477180480957,,,1348,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,shear_modulus_vrh,regression,1.961313785211498,10.077917182323482,r2,0.6840001940727234,10.549559593200684,29.006908416748047,0.6840001940727234,,,1293,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,homogeneous_poisson,regression,1.961313785211498,0.004465294628597682,r2,0.09235751628875732,0.045627519488334656,0.09542496502399445,0.09235751628875732,,,1304,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,universal_anisotropy,regression,1.961313785211498,1.5210942638354215,r2,0.34753644466400146,1.8413474559783936,5.1396307945251465,0.34753644466400146,,,1213,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,is_metal,classification,1.961313785211498,0.37000263951919576,acc,0.8273390585652483,,,,0.8273390585652483,0.9101860626024698,15487,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,val,is_stable,classification,1.961313785211498,0.3787355626510404,acc,0.8171369535739652,,,,0.8171369535739652,0.8517085937167496,15487,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,energy_per_atom,regression,1.847485436309943,1.484941569327985,r2,0.6902908086776733,1.75812828540802,4.430094242095947,0.6902908086776733,,,15489,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,formation_energy_per_atom,regression,1.847485436309943,0.043362212062905255,r2,0.9280415177345276,0.19266413152217865,0.3228738307952881,0.9280415177345276,,,15489,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,energy_above_hull,regression,1.847485436309943,0.02850981982174356,r2,0.6057331562042236,0.11692385375499725,0.2851146459579468,0.6057331562042236,,,15489,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,band_gap,regression,1.847485436309943,0.2864929655083655,r2,0.6639086008071899,0.5311909914016724,0.8843131065368652,0.6639086008071899,,,15489,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,cbm,regression,1.847485436309943,0.28138305105902844,r2,0.8624820709228516,0.5938137173652649,0.846808671951294,0.8624820709228516,,,8928,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,vbm,regression,1.847485436309943,0.19300760096641165,r2,0.9167616367340088,0.4722687005996704,0.6866792440414429,0.9167616367340088,,,8928,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,efermi,regression,1.847485436309943,0.30085323147848086,r2,0.8914920091629028,0.6071428656578064,0.9191244840621948,0.8914920091629028,,,15483,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,bulk_modulus_vrh,regression,1.847485436309943,7.224471505187949,r2,0.9168814420700073,7.68924617767334,21.715070724487305,0.9168814420700073,,,1287,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,shear_modulus_vrh,regression,1.847485436309943,9.089527081997227,r2,0.7270948886871338,9.55879020690918,25.704151153564453,0.7270948886871338,,,1227,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,homogeneous_poisson,regression,1.847485436309943,0.00423239470820903,r2,0.18948501348495483,0.04377995431423187,0.092156320810318,0.18948501348495483,,,1236,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,universal_anisotropy,regression,1.847485436309943,1.7946230624691484,r2,0.36893075704574585,2.103177785873413,6.78778076171875,0.36893075704574585,,,1148,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,is_metal,classification,1.847485436309943,0.3755603993220132,acc,0.8301375169475111,,,,0.8301375169475111,0.9066223982026632,15489,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h1,stage_c,20260310_003913,test,is_stable,classification,1.847485436309943,0.3721811626942198,acc,0.8196784815030022,,,,0.8196784815030022,0.8557524217092021,15489,reports/gpt_eval_20260310_003913_stagec_h1/results.json
Stage C h2,stage_c,20260310_005519,train,energy_per_atom,regression,1.1559484318658357,1.436536988312245,r2,0.7141236066818237,1.7109620571136475,4.251257419586182,0.7141236066818237,,,123902,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,formation_energy_per_atom,regression,1.1559484318658357,0.04429892080688982,r2,0.9255895614624023,0.19633498787879944,0.3280182480812073,0.9255895614624023,,,123902,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,energy_above_hull,regression,1.1559484318658357,0.028274128736653793,r2,0.6026771068572998,0.11588997393846512,0.2853562533855438,0.6026771068572998,,,123902,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,band_gap,regression,1.1559484318658357,0.28888362885708607,r2,0.663199782371521,0.5414972901344299,0.8771679997444153,0.663199782371521,,,123902,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,cbm,regression,1.1559484318658357,0.2772888870023141,r2,0.8682591319084167,0.5929231643676758,0.8334266543388367,0.8682591319084167,,,71574,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,vbm,regression,1.1559484318658357,0.19643249292998016,r2,0.917526364326477,0.47742709517478943,0.686741828918457,0.917526364326477,,,71574,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,efermi,regression,1.1559484318658357,0.30850092434598536,r2,0.8865832686424255,0.6182160973548889,0.9312132000923157,0.8865832686424255,,,123856,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,bulk_modulus_vrh,regression,1.1559484318658357,3.151265592317676,r2,0.9617897868156433,3.585104465484619,14.762511253356934,0.9617897868156433,,,10217,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,shear_modulus_vrh,regression,1.1559484318658357,4.948668328849838,r2,0.7087422609329224,5.384856700897217,28.105852127075195,0.7087422609329224,,,9685,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,homogeneous_poisson,regression,1.1559484318658357,0.003776130910706525,r2,0.3329465985298157,0.026516135782003403,0.08816736191511154,0.3329465985298157,,,9752,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,universal_anisotropy,regression,1.1559484318658357,1.1279662843905875,r2,0.5829185247421265,1.4287775754928589,5.0282816886901855,0.5829185247421265,,,9057,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,is_metal,classification,1.1559484318658357,0.36989617861612645,acc,0.8320446804732773,,,,0.8320446804732773,0.909291845961457,123902,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,train,is_stable,classification,1.1559484318658357,0.3775632349095593,acc,0.819131248890252,,,,0.819131248890252,0.85067584950033,123902,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,energy_per_atom,regression,1.9628375572389283,1.5448590657289207,r2,0.6776498556137085,1.8219401836395264,4.5169548988342285,0.6776498556137085,,,15487,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,formation_energy_per_atom,regression,1.9628375572389283,0.04650915386372691,r2,0.9205532073974609,0.19985046982765198,0.33816590905189514,0.9205532073974609,,,15487,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,energy_above_hull,regression,1.9628375572389283,0.030720346582473457,r2,0.5662980079650879,0.11957979947328568,0.3006303012371063,0.5662980079650879,,,15487,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,band_gap,regression,1.9628375572389283,0.28561066846451655,r2,0.6613187193870544,0.5380945801734924,0.8724130392074585,0.6613187193870544,,,15487,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,cbm,regression,1.9628375572389283,0.28178686265622704,r2,0.8675543069839478,0.6011766791343689,0.838847815990448,0.8675543069839478,,,8836,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,vbm,regression,1.9628375572389283,0.19696550505767207,r2,0.9163128733634949,0.4798250198364258,0.6907912492752075,0.9163128733634949,,,8836,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,efermi,regression,1.9628375572389283,0.3045138949109675,r2,0.8866745829582214,0.6158227324485779,0.9256716370582581,0.8866745829582214,,,15485,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,bulk_modulus_vrh,regression,1.9628375572389283,7.930315051496205,r2,0.9138427972793579,8.393169403076172,22.015180587768555,0.9138427972793579,,,1348,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,shear_modulus_vrh,regression,1.9628375572389283,10.051339987088408,r2,0.6853666305541992,10.525101661682129,28.94412612915039,0.6853666305541992,,,1293,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,homogeneous_poisson,regression,1.9628375572389283,0.0042766387578735,r2,0.12951350212097168,0.0419342927634716,0.0934513583779335,0.12951350212097168,,,1304,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,universal_anisotropy,regression,1.9628375572389283,1.4994827608200711,r2,0.3659747242927551,1.823061466217041,5.066488742828369,0.3659747242927551,,,1213,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,is_metal,classification,1.9628375572389283,0.373864881621908,acc,0.8302447213792212,,,,0.8302447213792212,0.9084655225145275,15487,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,val,is_stable,classification,1.9628375572389283,0.3872117885553426,acc,0.8124233227868535,,,,0.8124233227868535,0.8432543652920539,15487,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,energy_per_atom,regression,1.8509477648014125,1.5072231767070479,r2,0.6879625916481018,1.7854619026184082,4.446714401245117,0.6879625916481018,,,15489,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,formation_energy_per_atom,regression,1.8509477648014125,0.04630030291272104,r2,0.9232864379882812,0.20040388405323029,0.3333711624145508,0.9232864379882812,,,15489,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,energy_above_hull,regression,1.8509477648014125,0.029590594868213683,r2,0.5916426777839661,0.11901900172233582,0.29016467928886414,0.5916426777839661,,,15489,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,band_gap,regression,1.8509477648014125,0.29656302646865285,r2,0.6549719572067261,0.5500207543373108,0.8959928750991821,0.6549719572067261,,,15489,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,cbm,regression,1.8509477648014125,0.29661522916006156,r2,0.8559685945510864,0.6165878176689148,0.8666309714317322,0.8559685945510864,,,8928,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,vbm,regression,1.8509477648014125,0.2021561433621764,r2,0.912477433681488,0.48478999733924866,0.7041290402412415,0.912477433681488,,,8928,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,efermi,regression,1.8509477648014125,0.31019995752319385,r2,0.8885374069213867,0.6208561062812805,0.9315541982650757,0.8885374069213867,,,15483,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,bulk_modulus_vrh,regression,1.8509477648014125,7.174600059269444,r2,0.9174430966377258,7.637145042419434,21.641578674316406,0.9174430966377258,,,1287,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,shear_modulus_vrh,regression,1.8509477648014125,9.057538724064157,r2,0.7285271883010864,9.528505325317383,25.636608123779297,0.7285271883010864,,,1227,reports/gpt_eval_20260310_005519_stagec_h2/results.json
Stage C h2,stage_c,20260310_005519,test,homogeneous_poisson,regression,1.8509477648014125,0.004029008316518287,r2,0.22817254066467285,0.039819180965423584,0.08993002772331238,0.22817254066467285,,,1236,reports/gpt_eval_20260310_005519_stagec_h2/results.json
